filename,emotion
dataset\Actor_16\03-01-02-01-02-01-16.wav,calm
dataset\Actor_16\03-01-02-01-02-02-16.wav,calm
dataset\Actor_16\03-01-02-02-01-01-16.wav,calm
dataset\Actor_16\03-01-02-02-01-02-16.wav,calm
dataset\Actor_16\03-01-02-02-02-01-16.wav,calm
dataset\Actor_16\03-01-02-02-02-02-16.wav,calm
dataset\Actor_16\03-01-03-01-01-01-16.wav,happy
dataset\Actor_16\03-01-03-01-01-02-16.wav,happy
dataset\Actor_16\03-01-03-01-02-01-16.wav,happy
dataset\Actor_16\03-01-03-01-02-02-16.wav,happy
dataset\Actor_16\03-01-03-02-01-01-16.wav,happy
dataset\Actor_16\03-01-03-02-01-02-16.wav,happy
dataset\Actor_16\03-01-03-02-02-01-16.wav,happy
dataset\Actor_16\03-01-03-02-02-02-16.wav,happy
dataset\Actor_16\03-01-04-01-01-01-16.wav,sad
dataset\Actor_16\03-01-04-01-01-02-16.wav,sad
dataset\Actor_16\03-01-04-01-02-01-16.wav,sad
dataset\Actor_16\03-01-04-01-02-02-16.wav,sad
dataset\Actor_16\03-01-04-02-01-01-16.wav,sad
dataset\Actor_16\03-01-04-02-01-02-16.wav,sad
dataset\Actor_16\03-01-04-02-02-01-16.wav,sad
dataset\Actor_16\03-01-04-02-02-02-16.wav,sad
dataset\Actor_16\03-01-05-01-01-01-16.wav,angry
dataset\Actor_16\03-01-05-01-01-02-16.wav,angry
dataset\Actor_16\03-01-05-01-02-01-16.wav,angry
dataset\Actor_16\03-01-05-01-02-02-16.wav,angry
dataset\Actor_16\03-01-05-02-01-01-16.wav,angry
dataset\Actor_16\03-01-05-02-01-02-16.wav,angry
dataset\Actor_16\03-01-05-02-02-01-16.wav,angry
dataset\Actor_16\03-01-05-02-02-02-16.wav,angry
dataset\Actor_16\03-01-06-01-01-01-16.wav,fearful
dataset\Actor_16\03-01-06-01-01-02-16.wav,fearful
dataset\Actor_16\03-01-06-01-02-01-16.wav,fearful
dataset\Actor_16\03-01-06-01-02-02-16.wav,fearful
dataset\Actor_16\03-01-06-02-01-01-16.wav,fearful
dataset\Actor_16\03-01-06-02-01-02-16.wav,fearful
dataset\Actor_16\03-01-06-02-02-01-16.wav,fearful
dataset\Actor_16\03-01-06-02-02-02-16.wav,fearful
dataset\Actor_16\03-01-07-01-01-01-16.wav,disgust
dataset\Actor_16\03-01-07-01-01-02-16.wav,disgust
dataset\Actor_16\03-01-07-01-02-01-16.wav,disgust
dataset\Actor_16\03-01-07-01-02-02-16.wav,disgust
dataset\Actor_16\03-01-07-02-01-01-16.wav,disgust
dataset\Actor_16\03-01-07-02-01-02-16.wav,disgust
dataset\Actor_16\03-01-07-02-02-01-16.wav,disgust
dataset\Actor_16\03-01-07-02-02-02-16.wav,disgust
dataset\Actor_16\03-01-08-01-01-01-16.wav,surprised
dataset\Actor_16\03-01-08-01-01-02-16.wav,surprised
dataset\Actor_16\03-01-08-01-02-01-16.wav,surprised
dataset\Actor_16\03-01-08-01-02-02-16.wav,surprised
dataset\Actor_16\03-01-08-02-01-01-16.wav,surprised
dataset\Actor_16\03-01-08-02-01-02-16.wav,surprised
dataset\Actor_16\03-01-08-02-02-01-16.wav,surprised
dataset\Actor_16\03-01-08-02-02-02-16.wav,surprised
dataset\Actor_17\03-01-01-01-01-01-17.wav,neutral
dataset\Actor_17\03-01-01-01-01-02-17.wav,neutral
dataset\Actor_17\03-01-01-01-02-01-17.wav,neutral
dataset\Actor_17\03-01-01-01-02-02-17.wav,neutral
dataset\Actor_17\03-01-02-01-01-01-17.wav,calm
dataset\Actor_17\03-01-02-01-01-02-17.wav,calm
dataset\Actor_17\03-01-02-01-02-01-17.wav,calm
dataset\Actor_17\03-01-02-01-02-02-17.wav,calm
dataset\Actor_17\03-01-02-02-01-01-17.wav,calm
dataset\Actor_17\03-01-02-02-01-02-17.wav,calm
dataset\Actor_17\03-01-02-02-02-01-17.wav,calm
dataset\Actor_17\03-01-02-02-02-02-17.wav,calm
dataset\Actor_17\03-01-03-01-01-01-17.wav,happy
dataset\Actor_17\03-01-03-01-01-02-17.wav,happy
dataset\Actor_17\03-01-03-01-02-01-17.wav,happy
dataset\Actor_17\03-01-03-01-02-02-17.wav,happy
dataset\Actor_17\03-01-03-02-01-01-17.wav,happy
dataset\Actor_17\03-01-03-02-01-02-17.wav,happy
dataset\Actor_17\03-01-03-02-02-01-17.wav,happy
dataset\Actor_17\03-01-03-02-02-02-17.wav,happy
dataset\Actor_17\03-01-04-01-01-01-17.wav,sad
dataset\Actor_17\03-01-04-01-01-02-17.wav,sad
dataset\Actor_17\03-01-04-01-02-01-17.wav,sad
dataset\Actor_17\03-01-04-01-02-02-17.wav,sad
dataset\Actor_17\03-01-04-02-01-01-17.wav,sad
dataset\Actor_17\03-01-04-02-01-02-17.wav,sad
dataset\Actor_17\03-01-04-02-02-01-17.wav,sad
dataset\Actor_17\03-01-04-02-02-02-17.wav,sad
dataset\Actor_17\03-01-05-01-01-01-17.wav,angry
dataset\Actor_17\03-01-05-01-01-02-17.wav,angry
dataset\Actor_17\03-01-05-01-02-01-17.wav,angry
dataset\Actor_17\03-01-05-01-02-02-17.wav,angry
dataset\Actor_17\03-01-05-02-01-01-17.wav,angry
dataset\Actor_17\03-01-05-02-01-02-17.wav,angry
dataset\Actor_17\03-01-05-02-02-01-17.wav,angry
dataset\Actor_17\03-01-05-02-02-02-17.wav,angry
dataset\Actor_17\03-01-06-01-01-01-17.wav,fearful
dataset\Actor_17\03-01-06-01-01-02-17.wav,fearful
dataset\Actor_17\03-01-06-01-02-01-17.wav,fearful
dataset\Actor_17\03-01-06-01-02-02-17.wav,fearful
dataset\Actor_17\03-01-06-02-01-01-17.wav,fearful
dataset\Actor_17\03-01-06-02-01-02-17.wav,fearful
dataset\Actor_17\03-01-06-02-02-01-17.wav,fearful
dataset\Actor_17\03-01-06-02-02-02-17.wav,fearful
dataset\Actor_17\03-01-07-01-01-01-17.wav,disgust
dataset\Actor_17\03-01-07-01-01-02-17.wav,disgust
dataset\Actor_17\03-01-07-01-02-01-17.wav,disgust
dataset\Actor_17\03-01-07-01-02-02-17.wav,disgust
dataset\Actor_17\03-01-07-02-01-01-17.wav,disgust
dataset\Actor_17\03-01-07-02-01-02-17.wav,disgust
dataset\Actor_17\03-01-07-02-02-01-17.wav,disgust
dataset\Actor_17\03-01-07-02-02-02-17.wav,disgust
dataset\Actor_17\03-01-08-01-01-01-17.wav,surprised
dataset\Actor_17\03-01-08-01-01-02-17.wav,surprised
dataset\Actor_17\03-01-08-01-02-01-17.wav,surprised
dataset\Actor_17\03-01-08-01-02-02-17.wav,surprised
dataset\Actor_17\03-01-08-02-01-01-17.wav,surprised
dataset\Actor_17\03-01-08-02-01-02-17.wav,surprised
dataset\Actor_17\03-01-08-02-02-01-17.wav,surprised
dataset\Actor_17\03-01-08-02-02-02-17.wav,surprised
dataset\Actor_18\03-01-01-01-01-01-18.wav,neutral
dataset\Actor_18\03-01-01-01-01-02-18.wav,neutral
dataset\Actor_18\03-01-01-01-02-01-18.wav,neutral
dataset\Actor_18\03-01-01-01-02-02-18.wav,neutral
dataset\Actor_18\03-01-02-01-01-01-18.wav,calm
dataset\Actor_18\03-01-02-01-01-02-18.wav,calm
dataset\Actor_18\03-01-02-01-02-01-18.wav,calm
dataset\Actor_18\03-01-02-01-02-02-18.wav,calm
dataset\Actor_18\03-01-02-02-01-01-18.wav,calm
dataset\Actor_18\03-01-02-02-01-02-18.wav,calm
dataset\Actor_18\03-01-02-02-02-01-18.wav,calm
dataset\Actor_18\03-01-02-02-02-02-18.wav,calm
dataset\Actor_18\03-01-03-01-01-01-18.wav,happy
dataset\Actor_18\03-01-03-01-01-02-18.wav,happy
dataset\Actor_18\03-01-03-01-02-01-18.wav,happy
dataset\Actor_18\03-01-03-01-02-02-18.wav,happy
dataset\Actor_18\03-01-03-02-01-01-18.wav,happy
dataset\Actor_18\03-01-03-02-01-02-18.wav,happy
dataset\Actor_18\03-01-03-02-02-01-18.wav,happy
dataset\Actor_18\03-01-03-02-02-02-18.wav,happy
dataset\Actor_18\03-01-04-01-01-01-18.wav,sad
dataset\Actor_18\03-01-04-01-01-02-18.wav,sad
dataset\Actor_18\03-01-04-01-02-01-18.wav,sad
dataset\Actor_18\03-01-04-01-02-02-18.wav,sad
dataset\Actor_18\03-01-04-02-01-01-18.wav,sad
dataset\Actor_18\03-01-04-02-01-02-18.wav,sad
dataset\Actor_18\03-01-04-02-02-01-18.wav,sad
dataset\Actor_18\03-01-04-02-02-02-18.wav,sad
dataset\Actor_18\03-01-05-01-01-01-18.wav,angry
dataset\Actor_18\03-01-05-01-01-02-18.wav,angry
dataset\Actor_18\03-01-05-01-02-01-18.wav,angry
dataset\Actor_18\03-01-05-01-02-02-18.wav,angry
dataset\Actor_18\03-01-05-02-01-01-18.wav,angry
dataset\Actor_18\03-01-05-02-01-02-18.wav,angry
dataset\Actor_18\03-01-05-02-02-01-18.wav,angry
dataset\Actor_18\03-01-05-02-02-02-18.wav,angry
dataset\Actor_18\03-01-06-01-01-01-18.wav,fearful
dataset\Actor_18\03-01-06-01-01-02-18.wav,fearful
dataset\Actor_18\03-01-06-01-02-01-18.wav,fearful
dataset\Actor_18\03-01-06-01-02-02-18.wav,fearful
dataset\Actor_18\03-01-06-02-01-01-18.wav,fearful
dataset\Actor_18\03-01-06-02-01-02-18.wav,fearful
dataset\Actor_18\03-01-06-02-02-01-18.wav,fearful
dataset\Actor_18\03-01-06-02-02-02-18.wav,fearful
dataset\Actor_18\03-01-07-01-01-01-18.wav,disgust
dataset\Actor_18\03-01-07-01-01-02-18.wav,disgust
dataset\Actor_18\03-01-07-01-02-01-18.wav,disgust
dataset\Actor_18\03-01-07-01-02-02-18.wav,disgust
dataset\Actor_18\03-01-07-02-01-01-18.wav,disgust
dataset\Actor_18\03-01-07-02-01-02-18.wav,disgust
dataset\Actor_18\03-01-07-02-02-01-18.wav,disgust
dataset\Actor_18\03-01-07-02-02-02-18.wav,disgust
dataset\Actor_18\03-01-08-01-01-01-18.wav,surprised
dataset\Actor_18\03-01-08-01-01-02-18.wav,surprised
dataset\Actor_18\03-01-08-01-02-01-18.wav,surprised
dataset\Actor_18\03-01-08-01-02-02-18.wav,surprised
dataset\Actor_18\03-01-08-02-01-01-18.wav,surprised
dataset\Actor_18\03-01-08-02-01-02-18.wav,surprised
dataset\Actor_18\03-01-08-02-02-01-18.wav,surprised
dataset\Actor_18\03-01-08-02-02-02-18.wav,surprised
dataset\Actor_19\03-01-01-01-01-01-19.wav,neutral
dataset\Actor_19\03-01-01-01-01-02-19.wav,neutral
dataset\Actor_19\03-01-01-01-02-01-19.wav,neutral
dataset\Actor_19\03-01-01-01-02-02-19.wav,neutral
dataset\Actor_19\03-01-02-01-01-01-19.wav,calm
dataset\Actor_19\03-01-02-01-01-02-19.wav,calm
dataset\Actor_19\03-01-02-01-02-01-19.wav,calm
dataset\Actor_19\03-01-02-01-02-02-19.wav,calm
dataset\Actor_19\03-01-02-02-01-01-19.wav,calm
dataset\Actor_19\03-01-02-02-01-02-19.wav,calm
dataset\Actor_19\03-01-02-02-02-01-19.wav,calm
dataset\Actor_19\03-01-02-02-02-02-19.wav,calm
dataset\Actor_19\03-01-03-01-01-01-19.wav,happy
dataset\Actor_19\03-01-03-01-01-02-19.wav,happy
dataset\Actor_19\03-01-03-01-02-01-19.wav,happy
dataset\Actor_19\03-01-03-01-02-02-19.wav,happy
dataset\Actor_19\03-01-03-02-01-01-19.wav,happy
dataset\Actor_19\03-01-03-02-01-02-19.wav,happy
dataset\Actor_19\03-01-03-02-02-01-19.wav,happy
dataset\Actor_19\03-01-03-02-02-02-19.wav,happy
dataset\Actor_19\03-01-04-01-01-01-19.wav,sad
dataset\Actor_19\03-01-04-01-01-02-19.wav,sad
dataset\Actor_19\03-01-04-01-02-01-19.wav,sad
dataset\Actor_19\03-01-04-01-02-02-19.wav,sad
dataset\Actor_19\03-01-04-02-01-01-19.wav,sad
dataset\Actor_19\03-01-04-02-01-02-19.wav,sad
dataset\Actor_19\03-01-04-02-02-01-19.wav,sad
dataset\Actor_19\03-01-04-02-02-02-19.wav,sad
dataset\Actor_19\03-01-05-01-01-01-19.wav,angry
dataset\Actor_19\03-01-05-01-01-02-19.wav,angry
dataset\Actor_19\03-01-05-01-02-01-19.wav,angry
dataset\Actor_19\03-01-05-01-02-02-19.wav,angry
dataset\Actor_19\03-01-05-02-01-01-19.wav,angry
dataset\Actor_19\03-01-05-02-01-02-19.wav,angry
dataset\Actor_19\03-01-05-02-02-01-19.wav,angry
dataset\Actor_19\03-01-05-02-02-02-19.wav,angry
dataset\Actor_19\03-01-06-01-01-01-19.wav,fearful
dataset\Actor_19\03-01-06-01-01-02-19.wav,fearful
dataset\Actor_19\03-01-06-01-02-01-19.wav,fearful
dataset\Actor_19\03-01-06-01-02-02-19.wav,fearful
dataset\Actor_19\03-01-06-02-01-01-19.wav,fearful
dataset\Actor_19\03-01-06-02-01-02-19.wav,fearful
dataset\Actor_19\03-01-06-02-02-01-19.wav,fearful
dataset\Actor_19\03-01-06-02-02-02-19.wav,fearful
dataset\Actor_19\03-01-07-01-01-01-19.wav,disgust
dataset\Actor_19\03-01-07-01-01-02-19.wav,disgust
dataset\Actor_19\03-01-07-01-02-01-19.wav,disgust
dataset\Actor_19\03-01-07-01-02-02-19.wav,disgust
dataset\Actor_19\03-01-07-02-01-01-19.wav,disgust
dataset\Actor_19\03-01-07-02-01-02-19.wav,disgust
dataset\Actor_19\03-01-07-02-02-01-19.wav,disgust
dataset\Actor_19\03-01-07-02-02-02-19.wav,disgust
dataset\Actor_19\03-01-08-01-01-01-19.wav,surprised
dataset\Actor_19\03-01-08-01-01-02-19.wav,surprised
dataset\Actor_19\03-01-08-01-02-01-19.wav,surprised
dataset\Actor_19\03-01-08-01-02-02-19.wav,surprised
dataset\Actor_19\03-01-08-02-01-01-19.wav,surprised
dataset\Actor_19\03-01-08-02-01-02-19.wav,surprised
dataset\Actor_19\03-01-08-02-02-01-19.wav,surprised
dataset\Actor_19\03-01-08-02-02-02-19.wav,surprised
dataset\Actor_20\03-01-01-01-01-01-20.wav,neutral
dataset\Actor_20\03-01-01-01-01-02-20.wav,neutral
dataset\Actor_20\03-01-01-01-02-01-20.wav,neutral
dataset\Actor_20\03-01-01-01-02-02-20.wav,neutral
dataset\Actor_20\03-01-02-01-01-01-20.wav,calm
dataset\Actor_20\03-01-02-01-01-02-20.wav,calm
dataset\Actor_20\03-01-02-01-02-01-20.wav,calm
dataset\Actor_20\03-01-02-01-02-02-20.wav,calm
dataset\Actor_20\03-01-02-02-01-01-20.wav,calm
dataset\Actor_20\03-01-02-02-01-02-20.wav,calm
dataset\Actor_20\03-01-02-02-02-01-20.wav,calm
dataset\Actor_20\03-01-02-02-02-02-20.wav,calm
dataset\Actor_20\03-01-03-01-01-01-20.wav,happy
dataset\Actor_20\03-01-03-01-01-02-20.wav,happy
dataset\Actor_20\03-01-03-01-02-01-20.wav,happy
dataset\Actor_20\03-01-03-01-02-02-20.wav,happy
dataset\Actor_20\03-01-03-02-01-01-20.wav,happy
dataset\Actor_20\03-01-03-02-01-02-20.wav,happy
dataset\Actor_20\03-01-03-02-02-01-20.wav,happy
dataset\Actor_20\03-01-03-02-02-02-20.wav,happy
dataset\Actor_20\03-01-04-01-01-01-20.wav,sad
dataset\Actor_20\03-01-04-01-01-02-20.wav,sad
dataset\Actor_20\03-01-04-01-02-01-20.wav,sad
dataset\Actor_20\03-01-04-01-02-02-20.wav,sad
dataset\Actor_20\03-01-04-02-01-01-20.wav,sad
dataset\Actor_20\03-01-04-02-01-02-20.wav,sad
dataset\Actor_20\03-01-04-02-02-01-20.wav,sad
dataset\Actor_20\03-01-04-02-02-02-20.wav,sad
dataset\Actor_20\03-01-05-01-01-01-20.wav,angry
dataset\Actor_20\03-01-05-01-01-02-20.wav,angry
dataset\Actor_20\03-01-05-01-02-01-20.wav,angry
dataset\Actor_20\03-01-05-01-02-02-20.wav,angry
dataset\Actor_20\03-01-05-02-01-01-20.wav,angry
dataset\Actor_20\03-01-05-02-01-02-20.wav,angry
dataset\Actor_20\03-01-05-02-02-01-20.wav,angry
dataset\Actor_20\03-01-05-02-02-02-20.wav,angry
dataset\Actor_20\03-01-06-01-01-01-20.wav,fearful
dataset\Actor_20\03-01-06-01-01-02-20.wav,fearful
dataset\Actor_20\03-01-06-01-02-01-20.wav,fearful
dataset\Actor_20\03-01-06-01-02-02-20.wav,fearful
dataset\Actor_20\03-01-06-02-01-01-20.wav,fearful
dataset\Actor_20\03-01-06-02-01-02-20.wav,fearful
dataset\Actor_20\03-01-06-02-02-01-20.wav,fearful
dataset\Actor_20\03-01-06-02-02-02-20.wav,fearful
dataset\Actor_20\03-01-07-01-01-01-20.wav,disgust
dataset\Actor_20\03-01-07-01-01-02-20.wav,disgust
dataset\Actor_20\03-01-07-01-02-01-20.wav,disgust
dataset\Actor_20\03-01-07-01-02-02-20.wav,disgust
dataset\Actor_20\03-01-07-02-01-01-20.wav,disgust
dataset\Actor_20\03-01-07-02-01-02-20.wav,disgust
dataset\Actor_20\03-01-07-02-02-01-20.wav,disgust
dataset\Actor_20\03-01-07-02-02-02-20.wav,disgust
dataset\Actor_20\03-01-08-01-01-01-20.wav,surprised
dataset\Actor_20\03-01-08-01-01-02-20.wav,surprised
dataset\Actor_20\03-01-08-01-02-01-20.wav,surprised
dataset\Actor_20\03-01-08-01-02-02-20.wav,surprised
dataset\Actor_20\03-01-08-02-01-01-20.wav,surprised
dataset\Actor_20\03-01-08-02-01-02-20.wav,surprised
dataset\Actor_20\03-01-08-02-02-01-20.wav,surprised
dataset\Actor_20\03-01-08-02-02-02-20.wav,surprised
dataset\Actor_21\03-01-01-01-01-01-21.wav,neutral
dataset\Actor_21\03-01-01-01-01-02-21.wav,neutral
dataset\Actor_21\03-01-01-01-02-01-21.wav,neutral
dataset\Actor_21\03-01-01-01-02-02-21.wav,neutral
dataset\Actor_21\03-01-02-01-01-01-21.wav,calm
dataset\Actor_21\03-01-02-01-01-02-21.wav,calm
dataset\Actor_21\03-01-02-01-02-01-21.wav,calm
dataset\Actor_21\03-01-02-01-02-02-21.wav,calm
dataset\Actor_21\03-01-02-02-01-01-21.wav,calm
dataset\Actor_21\03-01-02-02-01-02-21.wav,calm
dataset\Actor_21\03-01-02-02-02-01-21.wav,calm
dataset\Actor_21\03-01-02-02-02-02-21.wav,calm
dataset\Actor_21\03-01-03-01-01-01-21.wav,happy
dataset\Actor_21\03-01-03-01-01-02-21.wav,happy
dataset\Actor_21\03-01-03-01-02-01-21.wav,happy
dataset\Actor_21\03-01-03-01-02-02-21.wav,happy
dataset\Actor_21\03-01-03-02-01-01-21.wav,happy
dataset\Actor_21\03-01-03-02-01-02-21.wav,happy
dataset\Actor_21\03-01-03-02-02-01-21.wav,happy
dataset\Actor_21\03-01-03-02-02-02-21.wav,happy
dataset\Actor_21\03-01-04-01-01-01-21.wav,sad
dataset\Actor_21\03-01-04-01-01-02-21.wav,sad
dataset\Actor_21\03-01-04-01-02-01-21.wav,sad
dataset\Actor_21\03-01-04-01-02-02-21.wav,sad
dataset\Actor_21\03-01-04-02-01-01-21.wav,sad
dataset\Actor_21\03-01-04-02-01-02-21.wav,sad
dataset\Actor_21\03-01-04-02-02-01-21.wav,sad
dataset\Actor_21\03-01-04-02-02-02-21.wav,sad
dataset\Actor_21\03-01-05-01-01-01-21.wav,angry
dataset\Actor_21\03-01-05-01-01-02-21.wav,angry
dataset\Actor_21\03-01-05-01-02-01-21.wav,angry
dataset\Actor_21\03-01-05-01-02-02-21.wav,angry
dataset\Actor_21\03-01-05-02-01-01-21.wav,angry
dataset\Actor_21\03-01-05-02-01-02-21.wav,angry
dataset\Actor_21\03-01-05-02-02-01-21.wav,angry
dataset\Actor_21\03-01-05-02-02-02-21.wav,angry
dataset\Actor_21\03-01-06-01-01-01-21.wav,fearful
dataset\Actor_21\03-01-06-01-01-02-21.wav,fearful
dataset\Actor_21\03-01-06-01-02-01-21.wav,fearful
dataset\Actor_21\03-01-06-01-02-02-21.wav,fearful
dataset\Actor_21\03-01-06-02-01-01-21.wav,fearful
dataset\Actor_21\03-01-06-02-01-02-21.wav,fearful
dataset\Actor_21\03-01-06-02-02-01-21.wav,fearful
dataset\Actor_21\03-01-06-02-02-02-21.wav,fearful
dataset\Actor_21\03-01-07-01-01-01-21.wav,disgust
dataset\Actor_21\03-01-07-01-01-02-21.wav,disgust
dataset\Actor_21\03-01-07-01-02-01-21.wav,disgust
dataset\Actor_21\03-01-07-01-02-02-21.wav,disgust
dataset\Actor_21\03-01-07-02-01-01-21.wav,disgust
dataset\Actor_21\03-01-07-02-01-02-21.wav,disgust
dataset\Actor_21\03-01-07-02-02-01-21.wav,disgust
dataset\Actor_21\03-01-07-02-02-02-21.wav,disgust
dataset\Actor_21\03-01-08-01-01-01-21.wav,surprised
dataset\Actor_21\03-01-08-01-01-02-21.wav,surprised
dataset\Actor_21\03-01-08-01-02-01-21.wav,surprised
dataset\Actor_21\03-01-08-01-02-02-21.wav,surprised
dataset\Actor_21\03-01-08-02-01-01-21.wav,surprised
dataset\Actor_21\03-01-08-02-01-02-21.wav,surprised
dataset\Actor_21\03-01-08-02-02-01-21.wav,surprised
dataset\Actor_21\03-01-08-02-02-02-21.wav,surprised
dataset\Actor_22\03-01-01-01-01-01-22.wav,neutral
dataset\Actor_22\03-01-01-01-01-02-22.wav,neutral
dataset\Actor_22\03-01-01-01-02-01-22.wav,neutral
dataset\Actor_22\03-01-01-01-02-02-22.wav,neutral
dataset\Actor_22\03-01-02-01-01-01-22.wav,calm
dataset\Actor_22\03-01-02-01-01-02-22.wav,calm
dataset\Actor_22\03-01-02-01-02-01-22.wav,calm
dataset\Actor_22\03-01-02-01-02-02-22.wav,calm
dataset\Actor_22\03-01-02-02-01-01-22.wav,calm
dataset\Actor_22\03-01-02-02-01-02-22.wav,calm
dataset\Actor_22\03-01-02-02-02-01-22.wav,calm
dataset\Actor_22\03-01-02-02-02-02-22.wav,calm
dataset\Actor_22\03-01-03-01-01-01-22.wav,happy
dataset\Actor_22\03-01-03-01-01-02-22.wav,happy
dataset\Actor_22\03-01-03-01-02-01-22.wav,happy
dataset\Actor_22\03-01-03-01-02-02-22.wav,happy
dataset\Actor_22\03-01-03-02-01-01-22.wav,happy
dataset\Actor_22\03-01-03-02-01-02-22.wav,happy
dataset\Actor_22\03-01-03-02-02-01-22.wav,happy
dataset\Actor_22\03-01-03-02-02-02-22.wav,happy
dataset\Actor_22\03-01-04-01-01-01-22.wav,sad
dataset\Actor_22\03-01-04-01-01-02-22.wav,sad
dataset\Actor_22\03-01-04-01-02-01-22.wav,sad
dataset\Actor_22\03-01-04-01-02-02-22.wav,sad
dataset\Actor_22\03-01-04-02-01-01-22.wav,sad
dataset\Actor_22\03-01-04-02-01-02-22.wav,sad
dataset\Actor_22\03-01-04-02-02-01-22.wav,sad
dataset\Actor_22\03-01-04-02-02-02-22.wav,sad
dataset\Actor_22\03-01-05-01-01-01-22.wav,angry
dataset\Actor_22\03-01-05-01-01-02-22.wav,angry
dataset\Actor_22\03-01-05-01-02-01-22.wav,angry
dataset\Actor_22\03-01-05-01-02-02-22.wav,angry
dataset\Actor_22\03-01-05-02-01-01-22.wav,angry
dataset\Actor_22\03-01-05-02-01-02-22.wav,angry
dataset\Actor_22\03-01-05-02-02-01-22.wav,angry
dataset\Actor_22\03-01-05-02-02-02-22.wav,angry
dataset\Actor_22\03-01-06-01-01-01-22.wav,fearful
dataset\Actor_22\03-01-06-01-01-02-22.wav,fearful
dataset\Actor_22\03-01-06-01-02-01-22.wav,fearful
dataset\Actor_22\03-01-06-01-02-02-22.wav,fearful
dataset\Actor_22\03-01-06-02-01-01-22.wav,fearful
dataset\Actor_22\03-01-06-02-01-02-22.wav,fearful
dataset\Actor_22\03-01-06-02-02-01-22.wav,fearful
dataset\Actor_22\03-01-06-02-02-02-22.wav,fearful
dataset\Actor_22\03-01-07-01-01-01-22.wav,disgust
dataset\Actor_22\03-01-07-01-01-02-22.wav,disgust
dataset\Actor_22\03-01-07-01-02-01-22.wav,disgust
dataset\Actor_22\03-01-07-01-02-02-22.wav,disgust
dataset\Actor_22\03-01-07-02-01-01-22.wav,disgust
dataset\Actor_22\03-01-07-02-01-02-22.wav,disgust
dataset\Actor_22\03-01-07-02-02-01-22.wav,disgust
dataset\Actor_22\03-01-07-02-02-02-22.wav,disgust
dataset\Actor_22\03-01-08-01-01-01-22.wav,surprised
dataset\Actor_22\03-01-08-01-01-02-22.wav,surprised
dataset\Actor_22\03-01-08-01-02-01-22.wav,surprised
dataset\Actor_22\03-01-08-01-02-02-22.wav,surprised
dataset\Actor_22\03-01-08-02-01-01-22.wav,surprised
dataset\Actor_22\03-01-08-02-01-02-22.wav,surprised
dataset\Actor_22\03-01-08-02-02-01-22.wav,surprised
dataset\Actor_22\03-01-08-02-02-02-22.wav,surprised
dataset\Actor_23\03-01-01-01-01-01-23.wav,neutral
dataset\Actor_23\03-01-01-01-01-02-23.wav,neutral
dataset\Actor_23\03-01-01-01-02-01-23.wav,neutral
dataset\Actor_23\03-01-01-01-02-02-23.wav,neutral
dataset\Actor_23\03-01-02-01-01-01-23.wav,calm
dataset\Actor_23\03-01-02-01-01-02-23.wav,calm
dataset\Actor_23\03-01-02-01-02-01-23.wav,calm
dataset\Actor_23\03-01-02-01-02-02-23.wav,calm
dataset\Actor_23\03-01-02-02-01-01-23.wav,calm
dataset\Actor_23\03-01-02-02-01-02-23.wav,calm
dataset\Actor_23\03-01-02-02-02-01-23.wav,calm
dataset\Actor_23\03-01-02-02-02-02-23.wav,calm
dataset\Actor_23\03-01-03-01-01-01-23.wav,happy
dataset\Actor_23\03-01-03-01-01-02-23.wav,happy
dataset\Actor_23\03-01-03-01-02-01-23.wav,happy
dataset\Actor_23\03-01-03-01-02-02-23.wav,happy
dataset\Actor_23\03-01-03-02-01-01-23.wav,happy
dataset\Actor_23\03-01-03-02-01-02-23.wav,happy
dataset\Actor_23\03-01-03-02-02-01-23.wav,happy
dataset\Actor_23\03-01-03-02-02-02-23.wav,happy
dataset\Actor_23\03-01-04-01-01-01-23.wav,sad
dataset\Actor_23\03-01-04-01-01-02-23.wav,sad
dataset\Actor_23\03-01-04-01-02-01-23.wav,sad
dataset\Actor_23\03-01-04-01-02-02-23.wav,sad
dataset\Actor_23\03-01-04-02-01-01-23.wav,sad
dataset\Actor_23\03-01-04-02-01-02-23.wav,sad
dataset\Actor_23\03-01-04-02-02-01-23.wav,sad
dataset\Actor_23\03-01-04-02-02-02-23.wav,sad
dataset\Actor_23\03-01-05-01-01-01-23.wav,angry
dataset\Actor_23\03-01-05-01-01-02-23.wav,angry
dataset\Actor_23\03-01-05-01-02-01-23.wav,angry
dataset\Actor_23\03-01-05-01-02-02-23.wav,angry
dataset\Actor_23\03-01-05-02-01-01-23.wav,angry
dataset\Actor_23\03-01-05-02-01-02-23.wav,angry
dataset\Actor_23\03-01-05-02-02-01-23.wav,angry
dataset\Actor_23\03-01-05-02-02-02-23.wav,angry
dataset\Actor_23\03-01-06-01-01-01-23.wav,fearful
dataset\Actor_23\03-01-06-01-01-02-23.wav,fearful
dataset\Actor_23\03-01-06-01-02-01-23.wav,fearful
dataset\Actor_23\03-01-06-01-02-02-23.wav,fearful
dataset\Actor_23\03-01-06-02-01-01-23.wav,fearful
dataset\Actor_23\03-01-06-02-01-02-23.wav,fearful
dataset\Actor_23\03-01-06-02-02-01-23.wav,fearful
dataset\Actor_23\03-01-06-02-02-02-23.wav,fearful
dataset\Actor_23\03-01-07-01-01-01-23.wav,disgust
